subject,total_questions,correct,wrong,study_time,difficulty,current_net,target_net,predicted_net
physical chemistry,17,11,6,49,1.2943647828239881,9.5,25.908777920109486,10.76936049166477
machine learning,23,20,3,183,1.1394636285426238,19.25,35.40525169897617,24.48061020333778
evolution,40,18,22,112,0.6368823991430277,12.5,24.420836353157945,15.973015606213298
human resources,13,4,9,152,0.6398580302625435,1.75,19.228540570081535,5.160329916722912
photography,36,36,0,143,0.6574579806322338,36.0,41.8699929184151,39.64715832612508
economics,43,20,23,165,0.6924611031114545,14.25,20.170820645836233,20.705796015821775
compiler design,23,5,18,48,0.8890238272233687,0.5,11.70144948826584,0.0
game development,32,5,27,139,0.6396676112353525,-1.75,3.445183380780141,2.2910168124321983
materials science,13,9,4,42,0.8662630093059879,8.0,15.90284643376878,8.07687922919604
cosmology,17,14,3,58,0.8864477354928598,13.25,22.246765493472264,16.190912548393257
urban planning,42,11,31,21,1.2466822153378552,3.25,15.479979760349092,2.3381609795584053
law,39,39,0,127,0.9217149193364071,39.0,45.48378691620425,45.64506096347697
journalism,11,5,6,41,0.6367039574239586,3.5,18.477430601211964,5.274591384936784
veterinary science,11,8,3,148,0.5329243289491731,7.25,12.555129833084424,15.220148020563862
curriculum studies,22,22,0,130,0.73803936790734,22.0,40.26229116866647,26.010759849737127
translation studies,46,12,34,118,0.6926037833483267,3.5,23.35492584655634,7.712248152739447
psychology,25,2,23,77,0.6115308157277154,-3.75,8.264505237569196,0.0
biochemistry,12,3,9,240,1.2399869181287706,0.75,12.76035276906999,14.538494116077167
media studies,37,2,35,163,0.5010561111208403,-6.75,2.5296172653391373,0.0
inorganic chemistry,50,38,12,149,0.5741810134854138,35.0,43.265073558983865,43.806947416106325
cosmology,46,37,9,227,1.3090951474746966,34.75,50.142143365922166,42.00420751938747
music theory,20,20,0,128,1.080974702234978,20.0,29.337374470267477,25.02825302433136
history,27,17,10,45,1.0394600990839542,14.5,29.296688386627114,15.426877767623305
nursing,12,11,1,203,0.9382538509419802,10.75,29.125578477944188,24.66331882564411
music history,16,4,12,37,0.996947345549763,1.0,11.44746783527038,1.6448690544607616
psychology,14,8,6,211,1.2738052153240624,6.5,23.039843130094955,12.889814391895056
public health,37,7,30,171,0.5962995817563348,-0.5,11.23417521767908,3.022836071232144
business administration,19,3,16,186,0.6899602155218307,-1.0,5.139879564212756,8.948777220374243
theater,40,32,8,88,0.6696303049791611,30.0,46.08678695751318,31.51210459139178
international relations,27,23,4,52,1.4493224584650783,22.0,38.401596879418705,23.671171516262323
psychology,41,30,11,162,1.0277052536855287,27.25,42.10575544807213,31.275959866956967
game development,13,6,7,20,0.5378611660729679,4.25,20.13697349354188,4.3245227257159025
organic chemistry,39,30,9,11,1.2421402675264046,27.75,45.99988120255888,24.286716302745965
pharmacology,26,3,23,111,0.5917449209024777,-2.75,15.898169128484792,1.9793781206210244
nursing,18,11,7,237,0.7438031557663418,9.25,15.481157154424373,22.809244826923326
education,24,16,8,77,1.144725782397332,14.0,33.63588036862208,15.806278171909813
management,44,43,1,64,0.8541149218749473,42.75,57.00984752052938,44.60264705066109
finance,38,25,13,16,0.5925213116848099,21.75,37.43007721012259,20.760305279620134
veterinary science,38,28,10,210,1.1829260493898928,25.5,36.422442533110235,33.92821056837091
finance,21,5,16,204,0.6765499878544142,1.0,12.95552132746637,10.984587519570365
creative writing,45,18,27,153,1.440934232336835,11.25,31.013039546359074,15.213861812056846
creative writing,32,3,29,189,0.6807425900916869,-4.25,6.88618631116848,4.084227699153633
film studies,19,0,19,218,1.2034585699281612,-4.75,3.726320350570365,2.2633714482863474
ecology,42,21,21,190,1.074415591086271,15.75,29.26386094308713,25.25630435765848
medicine,18,18,0,156,0.6821280663523028,18.0,35.988821259813164,24.547984689304233
algebra,13,12,1,185,1.0272033434963745,11.75,19.63735829694805,18.726154644999486
dentistry,21,6,15,187,0.9797601992131241,2.25,8.662779307157155,5.941618095952103
evolution,42,6,36,157,0.5987589700082466,-3.0,9.337756217886486,1.572577402612604
music history,33,7,26,156,0.5614355903117884,0.5,16.294225286881474,8.631348674084347
special education,41,20,21,108,1.0481421758637226,14.75,29.7059568787109,21.17389944039055
inorganic chemistry,48,46,2,123,0.8827736670927432,45.5,63.2131575516355,47.65108646548592
management,12,5,7,167,0.7744988432459647,3.25,12.3811264992629,8.734925389479079
machine learning,39,18,21,56,0.5585208618379245,12.75,18.380252531684793,17.12514793339686
artificial intelligence,14,1,13,235,0.9086806339317901,-2.25,12.221062697254622,12.55284474236765
theater,48,13,35,211,1.0633918372562028,4.25,24.21992305932259,15.520871772683565
chemistry,13,12,1,141,0.6414993864154203,11.75,17.300876049465476,17.195315528947063
pharmacology,35,23,12,239,0.9531583439376923,20.0,38.68741027991215,34.337931336088566
mobile development,12,3,9,55,1.2958706740365393,0.75,18.463401998918144,1.6887926241216267
urban planning,32,9,23,107,0.8179595611224247,3.25,22.68885281257443,8.268967437497741
health science,28,23,5,173,1.090557324103783,21.75,27.163209892540902,25.847890398005344
math,18,4,14,219,1.2510934035216104,0.5,7.132723822699569,10.172561904878297
finance,10,8,2,104,0.7006568849640353,7.5,15.515992046940662,12.19743588807735
computer science,33,12,21,91,1.44160713363656,6.75,22.28975287448279,8.492967592474656
biology,37,29,8,19,1.3566129813085857,27.0,34.849483861101334,24.633025747367068
pedagogy,39,1,38,168,0.7982254765148783,-8.5,7.9340283229104145,2.0195054260824135
organic chemistry,33,12,21,231,0.5408616288596295,6.75,16.028411909458292,14.326268036147738
sociology,29,14,15,47,0.6657387236421959,10.25,19.303936551894672,11.625586117650169
materials science,24,19,5,160,0.7657132206064561,17.75,34.414183733714495,23.866018216218013
astronomy,39,2,37,145,1.3893143221184459,-7.25,5.987948268751964,0.0
geography,42,32,10,75,1.2452598770830956,29.5,46.39977605400185,32.48594043731893
materials science,38,29,9,101,0.8452950023406941,26.75,39.466352673123566,33.708865137916305
mobile development,11,3,8,212,1.0173159830315166,1.0,17.153769639892268,12.056146450222265
geometry,31,16,15,225,0.6592815531380998,12.25,28.232417069376652,22.748210300220517
theater,22,2,20,46,1.3947495724444667,-3.0,10.087998643820207,0.0
journalism,26,23,3,68,0.5359081836053113,22.25,32.38211903541793,24.979208640912198
optics,45,7,38,99,0.8091962198044692,-2.5,3.2619410818427843,2.7276135372340358
veterinary science,37,24,13,19,0.7846964175229968,20.75,31.592585160634744,19.513559983673744
instructional design,49,46,3,79,0.8455281637939501,45.25,60.73545095140445,49.526556405945136
film studies,24,1,23,224,0.8260596586867889,-4.75,13.265491205198494,8.685856887106763
data science,49,17,32,220,1.2052213705907806,9.0,22.24425404237231,19.104180923773345
machine learning,41,33,8,24,0.5655477403105217,31.0,47.85857522634019,32.948320409625424
literature,43,23,20,170,0.9747494800737867,18.0,27.23785178772751,22.96172467032878
international relations,23,17,6,124,0.5857736560879828,15.5,34.66098512873176,19.75189920525056
curriculum studies,34,20,14,165,0.898586997532557,16.5,24.32871918124371,20.416509561090955
economics,31,16,15,164,0.6134589141205316,12.25,17.412134654285413,21.950600503573362
foreign languages,35,0,35,63,0.7874153179139198,-8.75,-3.606491264299433,0.0
pedagogy,32,4,28,142,1.289706851641506,-3.0,5.33880106724232,2.3390137772056425
biology,48,30,18,124,0.8842162805436515,25.5,42.820438902617056,30.247930315634115
media studies,49,36,13,180,0.6852691115053585,32.75,42.00496485201506,41.238048223287066
cyber security,32,2,30,43,1.393928193244625,-5.5,0.10556579281963607,0.0
human resources,45,42,3,47,0.729431459958623,41.25,55.09467694661468,43.721057089490415
robotics,32,17,15,63,1.2545693394800765,13.25,23.510097857255737,14.15249432865257
international relations,45,27,18,140,1.0867575493867514,22.5,29.823287923455972,28.368772032843804
instructional design,47,38,9,215,0.743000999817801,35.75,49.0008134730996,45.652821461135495
math,42,22,20,83,0.8958047298276173,17.0,25.950826795093178,17.148518516931798
fashion design,38,15,23,70,1.1710517633351498,9.25,24.924394920023293,11.199014857394118
nursing,36,7,29,86,0.8941058405207194,-0.25,8.137882754116056,4.096937594445134
data science,25,1,24,48,1.0841476279467321,-5.0,12.998123250054512,0.0
meteorology,44,21,23,84,0.7005832567681162,15.25,20.499234812844588,18.13138588800222
biology,46,38,8,121,1.078597525281872,36.0,41.930088094551486,36.84418394740232
education,13,11,2,174,1.386586022558339,10.5,19.124914378769805,16.6189473132545
dentistry,32,28,4,110,0.5413565042627846,27.0,39.624516710637764,32.042069605219766
geography,23,11,12,43,0.705099567347877,8.0,26.873986341930173,7.001888255908176
education,38,8,30,24,1.1851187879694094,0.5,7.677926556630698,0.0
linguistics,27,7,20,180,0.9848507863637541,2.0,8.900109020396112,9.3255239079243
cosmology,28,16,12,98,0.9241048311890498,13.0,24.489601009244303,17.538126328247426
literature,25,23,2,153,0.858080099331594,22.5,34.54595503712334,26.72949358219662
accounting,50,11,39,235,0.6439399383668748,1.25,14.10609113170042,9.605186632302134
compiler design,28,16,12,80,0.6214677111220306,13.0,25.39101654857591,14.685570470270921
biochemistry,32,28,4,223,1.4581318819555111,27.0,37.62835548979463,30.953541538182368
anatomy,13,12,1,195,1.1943282900130394,11.75,21.171263701128865,17.372172898816128
accounting,39,19,20,141,1.42369885982863,14.0,27.916276052000786,16.159875170650068
literature,44,9,35,40,0.8328505431866241,0.25,6.561042262402866,1.921604973434454
evolution,32,17,15,86,0.8112568734215065,13.25,22.788527328464603,17.874244191685595
genetics,39,39,0,122,1.420495800813815,39.0,48.67291140825357,40.00699167339123
cyber security,41,22,19,158,0.605147756237621,17.25,28.272471040194848,23.256607839832842
astronomy,40,16,24,40,1.273762282283438,10.0,25.15237456860615,7.840706657125016
supply chain,36,36,0,239,0.7440200453947728,36.0,46.2645737667515,49.02515447694253
graphic design,39,3,36,135,1.288528278609643,-6.0,0.001601601877892378,0.0
creative writing,27,21,6,202,0.7704969183861616,19.5,27.056202640096167,31.511203218280546
film studies,22,5,17,92,0.8285002034435854,0.75,12.578187502452376,6.218846295947937
cyber security,13,4,9,96,0.7814818092869108,1.75,9.7598698840934,8.459110903852498
political science,30,23,7,55,1.2113343563107266,21.25,36.28935183354295,22.667913543843568
music history,46,40,6,76,1.146009491766732,38.5,53.81879316667093,38.307017991431785
earth science,10,2,8,134,1.1997189899952643,0.0,10.584127225468743,3.948709688819412
history,37,31,6,109,0.7737933450160263,29.5,47.74735832664813,36.77879000656396
molecular biology,34,15,19,145,0.8245138702527025,10.25,23.304039299688625,17.367866501141723
industrial design,46,29,17,193,1.387607499815549,24.75,44.53471979802711,29.48329390700583
urban planning,15,0,15,124,1.2663057101685677,-3.75,8.879406730977017,0.0
photography,39,0,39,65,0.5360211844019892,-9.75,4.856405605145051,0.0
dentistry,19,16,3,38,0.663637804200083,15.25,32.056090425415306,17.42070514050743
early childhood education,34,25,9,105,0.6607834853330631,22.75,35.28992841293419,25.268610224988567
industrial design,18,12,6,52,0.6185847481766686,10.5,18.57359465344924,13.37972494096572
biochemistry,49,28,21,105,0.78074344302954,22.75,40.68017877908321,29.06615829107789
photography,49,1,48,124,0.5270688205249321,-11.0,0.5741699154418782,0.0
trigonometry,50,7,43,105,1.1318965923156983,-3.75,10.71913315892806,0.0
web development,34,14,20,134,1.1461388340239649,9.0,27.30054837655794,13.941610431802737
genetics,12,3,9,127,0.6135826121001655,0.75,15.123832565566014,4.488091050041977
database systems,17,13,4,169,1.393472238542718,12.0,25.13018397783086,19.3913332025512
philosophy,50,47,3,104,1.3249536306416823,46.25,55.93479592301179,49.61853215468899
industrial design,10,7,3,119,0.5473918706216714,6.25,11.52671927494356,6.845443166355699
business administration,19,14,5,137,1.3529532387209553,12.75,21.567550279978335,18.228808133889594
marketing,36,19,17,49,1.4188454240242505,14.75,25.659083909144982,13.016197681147375
photography,42,14,28,60,0.8350550577920005,7.0,24.337885295788936,7.006715791849155
law,50,39,11,63,1.4233831852401337,36.25,46.41768323504462,37.1852300076468
math,46,16,30,144,0.6003750034263851,8.5,22.025671778363332,16.115862924242705
theater,28,1,27,105,1.1426715396226053,-5.75,4.057668770295246,0.0
math,26,16,10,220,0.8437873670939724,13.5,26.971112117483997,17.926802165095232
web development,20,17,3,138,1.1422807342953427,16.25,34.644563938182515,17.232693488126245
nutrition,19,15,4,68,0.506588772895672,14.0,19.53667607353587,15.285857899321936
earth science,38,3,35,161,0.5697246734335758,-5.75,13.592224162499882,0.0
computer science,44,31,13,37,1.099010309165612,27.75,42.29723334093114,25.70810167930251
molecular biology,30,10,20,93,1.149024990698521,5.0,15.219363286090285,9.964200896445194
management,49,49,0,188,0.9490901724005142,49.0,63.94811466234018,54.48104724374963
genetics,26,6,20,107,1.3157927630745263,1.0,8.473678767313732,2.4597980824075028
health science,14,4,10,181,0.5301588628264147,1.5,20.897486210338798,10.145759822811623
earth science,25,16,9,203,1.2594726338266922,13.75,20.739830378934876,17.141072539376765
instructional design,45,10,35,25,1.1127445904450863,1.25,19.078059161155835,0.0
materials science,46,8,38,68,1.0303873840517697,-1.5,10.990754845244364,1.2831723217052042
organic chemistry,35,34,1,40,1.1210831494915499,33.75,40.63922662862323,33.96281228094407
math,11,2,9,227,0.8568859429793897,-0.25,13.076036007488813,7.4657218103341805
health science,33,19,14,235,1.1560444541153605,15.5,34.972359881046486,29.701208406489993
analytical chemistry,22,16,6,87,1.2148834542925506,14.5,31.154355299510875,16.563574586243814
astrophysics,27,14,13,87,0.862783673542874,10.75,28.57033829020133,14.46239702938147
theater,49,39,10,82,0.8177936354910113,36.5,51.303353555658326,39.84627489053488
organic chemistry,39,12,27,223,0.5800346897317915,5.25,24.194769085601262,20.1194344885651
classical mechanics,40,36,4,68,0.8572844057869051,35.0,50.371268777285295,39.66021489738243
nutrition,15,11,4,74,1.0704842849791043,10.0,16.337985285888383,11.216885486640455
statistics,22,16,6,156,1.4285064272104484,14.5,27.09396003253347,17.865673226440066
international relations,45,28,17,118,1.3222219163448978,23.75,36.94196289084982,30.516796381524266
nursing,28,4,24,235,1.4514074236466052,-2.0,17.13477208590438,9.418150863084023
artificial intelligence,19,13,6,139,1.0960402825236308,11.5,30.431240514787593,16.193798792841346
marketing,36,29,7,104,1.3019046826811547,27.25,37.537016966404614,27.930086514926263
philosophy,47,12,35,52,0.8508423855988111,3.25,19.772653947688305,4.302220174271919
industrial design,47,31,16,28,1.1917212177840382,27.0,34.657414778395804,24.100411179906025
accounting,29,20,9,217,1.481028790278701,17.75,27.970074478785904,22.930192602117682
electromagnetism,24,24,0,108,0.581755481504427,24.0,41.802112390474214,29.705487667474642
cyber security,20,4,16,52,1.0746907192136483,0.0,10.999152390218516,0.12641394793422478
communication,39,15,24,183,0.9161347096057492,9.0,28.973936316237495,14.926053280342437
dentistry,38,5,33,187,0.9787944587737567,-3.25,14.839021724145837,2.2296691964852036
theater,40,24,16,187,0.8073100674515155,20.0,39.43271477588293,26.589201661173334
nursing,31,6,25,100,1.3001565128626507,-0.25,19.286331820692542,3.9223628226118334
sociology,14,13,1,191,0.5239283501624095,12.75,19.837630878011797,18.6513164132719
networking,20,14,6,40,0.5162621441481643,12.5,26.288464930708493,14.429879160082526
geography,28,15,13,37,0.5447053344398181,11.75,19.17557089866016,13.729690244542203
industrial design,22,8,14,97,0.599060053618153,4.5,14.15953443006507,9.291035115911972
business administration,47,42,5,219,1.0243512458113646,40.75,48.89623555928642,49.28982026060074
inorganic chemistry,36,2,34,53,0.8551821714194116,-6.5,-0.03918093082893037,0.0
law,39,22,17,22,0.8767662203085567,17.75,33.61590714287397,16.29828497745397
nursing,31,6,25,24,0.5826370351699545,-0.25,9.217628921131745,0.7630129247823803
international relations,35,27,8,21,1.4668317836082387,25.0,42.7065225697313,21.575052871233854
education,27,2,25,94,1.0820171312460558,-4.25,15.620827658055404,0.9277877833389367
genetics,25,21,4,209,0.7591171252557483,20.0,26.85368046773091,32.21504500025786
statistics,25,5,20,74,0.9989758752963653,0.0,8.496272068695303,2.152360268938621
finance,46,29,17,45,0.9932213911451332,24.75,32.36767832112453,27.575563455112093
visual arts,12,8,4,190,1.087751730203021,7.0,15.404345968040046,12.31354202839567
database systems,50,22,28,173,0.5020885476350765,15.0,22.37227961211856,24.285218719154887
materials science,21,9,12,101,1.3097166929551252,6.0,18.835974877685725,11.242661811256145
ecology,18,2,16,193,0.5265456787433975,-2.0,12.615491240820425,6.031165928586411
photography,24,10,14,148,1.3959487616438264,6.5,12.54727454835323,12.347555472620272
communication,50,36,14,118,1.4637471268528555,32.5,47.531492765636415,35.89229351280536
networking,10,9,1,201,0.8668737582192296,8.75,21.269393700326916,21.094257708822234
visual arts,49,16,33,43,1.3254500857903775,7.75,19.773393075157983,6.19381383908465
supply chain,34,0,34,208,1.3135088212659378,-8.5,8.964588400392465,0.0
thermodynamics,47,43,4,29,1.1919461818000117,42.0,53.039404794436805,39.446779091949416
molecular biology,18,14,4,176,1.0648686194418908,13.0,26.624636037734298,19.259435485619505
instructional design,38,37,1,81,0.960343072629999,36.75,48.805068734922784,37.865992313654985
thermodynamics,26,21,5,133,1.210436331203511,19.75,35.21833865912512,21.75040672237091
meteorology,14,8,6,90,0.8732502245655687,6.5,20.706386036346878,10.48454416138528
public health,17,12,5,169,1.1530297124369828,10.75,19.792792722217154,16.853125376161337
computer science,14,0,14,40,0.880376828736402,-3.5,3.0995109590704084,0.0
pedagogy,40,27,13,28,1.1208291957731333,23.75,41.58102858806117,24.41581497276188
software engineering,23,23,0,99,0.6414026726234578,23.0,39.11609859942371,24.63856891889474
classical mechanics,10,2,8,22,0.8432890052613663,0.0,15.76284004265467,0.535001576188598
dentistry,25,4,21,23,0.9468190777921719,-1.25,5.408281533989825,0.0
classical mechanics,31,21,10,54,1.3716892024642635,18.5,25.26570258507998,18.430640652871933
biochemistry,25,6,19,173,0.8548230658734997,1.25,16.59183289876313,4.425511146966799
instructional design,27,4,23,28,0.6091309345575788,-1.75,9.36318812816759,0.0
software engineering,39,5,34,62,0.6272225950837723,-3.5,6.285969300105698,0.6116338609137026
instructional design,46,29,17,83,1.4980647310100905,24.75,38.18947690761625,26.661092685024222
economics,25,17,8,205,0.8015448913780466,15.0,34.9824152085866,23.256779047922183
computer science,26,4,22,170,1.2379188630344626,-1.5,3.7436808671273036,3.3172890572422014
foreign languages,23,23,0,91,1.0736293506036938,23.0,37.46915215862991,26.03839672506526
physical chemistry,45,24,21,39,1.4300132095448979,18.75,28.363318503229653,18.19309153158901
discrete math,43,21,22,117,1.4443672401872523,15.5,34.21654345345946,19.5468167818689
chemistry,38,6,32,33,0.8457296353900204,-2.0,11.01826361773689,0.0
graphic design,22,13,9,43,0.7916185165794096,10.75,20.03022191118521,12.208197997746485
trigonometry,12,9,3,109,0.9361425383762569,8.25,25.778131229683645,11.894715898877164
operating systems,27,15,12,141,1.131582631744764,12.0,25.656790609868686,20.375608324410862
trigonometry,26,5,21,42,1.0212295534188813,-0.25,9.835565793681742,0.0
urban planning,39,32,7,60,1.2439321968545718,30.25,39.78406047832134,31.53634473982286
film studies,38,5,33,129,0.992084397579295,-3.25,16.301501712380425,0.0
finance,43,37,6,183,0.5977750146502171,35.5,47.53379679898009,44.41859366604313
database systems,19,2,17,159,0.655760767231042,-2.25,4.661958286077105,4.223263546626202
foreign languages,37,29,8,151,1.3243777668865206,27.0,36.07284554562849,30.33508457808093
evolution,41,35,6,19,0.546079256049285,33.5,42.88811978886163,34.552157205434845
optics,37,7,30,186,0.8775020767446875,-0.5,10.123885672604015,6.8348787142932785
early childhood education,34,29,5,178,1.001579734447695,27.75,44.47833314057536,34.77891640209782
mobile development,38,3,35,119,0.7058434544771787,-5.75,4.094314411243872,0.0
graphic design,28,8,20,173,0.9987791902810592,3.0,18.61162650296565,9.021590796574545
international relations,25,13,12,25,1.2430525579013119,10.0,28.70399322876861,6.429961561852551
compiler design,10,6,4,45,0.7322960629660505,5.0,10.524913962855141,4.695741257743635
statistics,28,25,3,181,1.3010682959259237,24.25,38.47849919123427,30.40517988611519
nutrition,44,39,5,212,0.6418127548724999,37.75,53.64739579371124,49.854268029094335
creative writing,37,11,26,167,1.310187231916409,4.5,23.12171538966981,10.564202792236891
curriculum studies,39,14,25,118,1.140845683573543,7.75,15.0353355550452,12.887450595861411
biochemistry,29,23,6,75,0.52157652609068,21.5,26.66913287743104,26.917757980317845
accounting,27,20,7,46,1.2276670922282849,18.25,30.57521379817456,19.552315407947916
management,44,2,42,220,1.2679838382909145,-8.5,4.74833129363854,0.14374985236117865
music history,30,30,0,234,1.2058228088152498,30.0,49.11217991399176,34.46946939176926
curriculum studies,41,28,13,166,1.2340922065676798,24.75,33.662847825341586,33.78825437354175
biochemistry,33,1,32,145,1.0723085266476085,-7.0,0.2133231573058625,0.0
instructional design,42,26,16,236,0.9186723570831824,22.0,38.16253126582741,34.15640718307773
computer science,46,11,35,14,1.0115559346087786,2.25,15.27486779788263,2.7766285353601483
machine learning,20,4,16,228,0.6222345695786549,0.0,15.870356725664713,8.538124460334874
data science,32,22,10,74,1.4980031293580884,19.5,24.680730494938224,18.64233834325451
translation studies,16,16,0,141,1.3376644761988348,16.0,33.85970307821217,19.543964350177372
calculus,23,15,8,178,1.468170814556212,13.0,20.577795888766104,19.753634966617874
graphic design,22,0,22,212,1.4460601466921656,-5.5,7.898362154242411,3.366235634421052
trigonometry,19,13,6,206,0.5836645844525462,11.5,28.85521478594396,18.908115159622827
international relations,31,10,21,218,0.9335431965164702,4.75,21.332795109576377,17.40087009557411
computer science,25,16,9,52,1.4976536013903616,13.75,31.49447134726806,12.244185237355303
medicine,46,11,35,155,1.1596536770771468,2.25,9.471900559387262,9.396228906060058
international relations,14,10,4,230,0.7376423124606936,9.0,15.036630213546788,24.071539978314828
theater,37,1,36,11,0.6342483504742553,-8.0,5.445209664348017,0.0
trigonometry,15,15,0,38,0.8988054293147044,15.0,33.184117696402794,15.801434495975032
analytical chemistry,39,6,33,167,1.210487003571207,-2.25,11.419407513985172,4.80064839903671
dentistry,31,6,25,138,0.5609939830702466,-0.25,9.595401465146447,2.799123522135636
anatomy,27,22,5,45,1.3584128583600648,20.75,31.911651209020327,21.12697851722607
quantum physics,10,4,6,22,0.6151657598614569,2.5,13.228924748873514,1.6071528249899218
supply chain,42,9,33,16,1.0674569827121525,0.75,14.510120419641204,1.0771379332464548
astrophysics,26,19,7,209,1.0477686454583064,17.25,30.48144968904851,25.643489748554867
trigonometry,41,10,31,57,0.7422404957173855,2.25,18.506322852054474,1.3608082052716282
statistics,39,33,6,143,0.6347355053894662,31.5,39.97112869911951,40.234082186989006
astronomy,29,18,11,48,0.7943624690710509,15.25,31.655367460637073,13.91881128040501
inorganic chemistry,35,22,13,197,1.2612593314611948,18.75,32.61827316188265,23.18713149588815
biology,31,4,27,48,0.569698342865944,-2.75,15.035883069310486,0.0
chemistry,17,12,5,119,1.259265493415201,10.75,18.383866862161252,14.558149931877928
psychology,34,28,6,19,1.2037472166922456,26.5,45.64185599918412,25.317407194003458
music theory,42,10,32,217,1.3924288624923717,2.0,18.725959468903714,8.051301356519701
anatomy,35,29,6,213,0.618690747049019,27.5,37.75874811051493,33.008197521751214
fashion design,18,10,8,160,1.3245109579015182,8.0,14.502533323205048,14.966874088773377
media studies,43,9,34,190,1.0435590021921617,0.5,10.673356494265331,7.143315291375306
dentistry,21,12,9,30,0.6848612899870943,9.75,27.627715519181002,10.884266769970331
software engineering,15,9,6,60,0.6365134259706144,7.5,24.749374509777873,7.127195970734704
materials science,31,20,11,42,1.0262544419304316,17.25,32.81676627540068,17.115502424979965
earth science,15,2,13,219,0.9910917300910713,-1.25,12.982620978636872,8.381199904580242
statistics,26,6,20,163,1.329349235563436,1.0,9.844649155235569,4.771512374553103
finance,24,15,9,116,0.7168565572050407,12.75,26.832564706302925,20.596890680531505
software engineering,21,0,21,15,0.7819882878599764,-5.25,10.937597249552518,0.0
public health,17,10,7,37,0.9930014041926628,8.25,14.112788221304177,7.345262396995423
foreign languages,32,14,18,199,1.0620405242988253,9.5,14.85752660553609,13.211486654313617
visual arts,10,4,6,204,0.7298509820748622,2.5,13.329450291715347,11.183253050794239
translation studies,15,10,5,76,0.580793392959174,8.75,14.587461017931238,12.345968907342272
psychology,13,13,0,55,0.5568796200371804,13.0,22.37334133904103,15.878367357652683
music theory,13,7,6,77,0.5596581438196969,5.5,17.578617670970225,6.571528985061187
sociology,18,14,4,56,1.4611726337503241,13.0,24.487335418808282,13.440936186896543
genetics,42,23,19,60,0.6652986151253093,18.25,35.785447772602254,18.98904482053662
database systems,18,3,15,144,1.266785629091031,-0.75,11.868718567466779,6.185742177053555
management,45,37,8,106,0.6956015370463531,35.0,49.506353266712026,38.89036991476174
geometry,30,19,11,136,1.3239237187908544,16.25,33.657565221095595,21.077327186912715
earth science,37,13,24,49,0.7542454850729687,7.0,13.515232531035174,9.248516097777609
cosmology,12,7,5,75,0.9368762576016394,5.75,18.887388659183266,4.823759511625918
biology,22,2,20,15,1.33719103653142,-3.0,8.927966012958029,0.0
inorganic chemistry,45,19,26,174,0.8425823684762788,12.5,26.744418393759396,21.471600884803788
supply chain,17,14,3,147,1.0076161900873823,13.25,21.51295685298859,18.56955929923039
cyber security,29,16,13,82,1.3557914733314815,12.75,22.850593488969107,13.970324191451923
creative writing,38,38,0,29,0.7467468568223316,38.0,48.54093245364984,36.292190660121726
music theory,37,20,17,92,1.0075761278275108,15.75,29.49462118718462,19.923235274202028
dentistry,43,32,11,128,1.2898721579113013,29.25,45.71053839595336,35.71898325660853
medicine,39,23,16,158,0.9128944487211995,19.0,29.00027985661923,27.68379307601857
meteorology,35,16,19,90,1.397788461719149,11.25,17.059302094965613,10.586243400359683
cyber security,40,22,18,26,0.8198332214547008,17.5,25.846924062745273,15.737271015672013
machine learning,40,27,13,73,1.337771405383792,23.75,32.12930319037078,27.042697838216718
web development,50,48,2,222,0.8894707001919044,47.5,61.55115679532605,59.54379388032814
journalism,35,31,4,65,0.7230674574222428,30.0,39.078745835747924,31.275590057797636
networking,28,5,23,76,1.3275278992071184,-0.75,18.959251784485048,3.262401474185004
journalism,37,25,12,110,0.5203136711718915,22.0,41.61306692058275,27.625212675761148
astronomy,32,7,25,47,0.997361992240051,0.75,12.143179991886683,1.705496938550478
political science,24,22,2,122,0.6011756510910893,21.5,35.90886680400584,26.988668168207145
robotics,46,5,41,13,0.8241249536782278,-5.25,3.259500891651758,0.0
industrial design,26,2,24,98,0.5975022887717799,-4.0,11.480892908824206,0.0
early childhood education,21,6,15,197,1.3081552931951697,2.25,20.29517827074305,7.5053359172429435
graphic design,16,5,11,226,0.9590423685150108,2.25,16.75098537938663,11.440324246686123
quantum physics,38,22,16,25,1.3978807765972623,18.0,27.168238152660937,16.262692260508125
instructional design,29,26,3,25,1.4049625546480495,25.25,43.73049371782979,22.008183667468124
veterinary science,46,6,40,131,0.9495017188540442,-4.0,15.934938337857922,0.0
graphic design,34,29,5,164,1.039231909397512,27.75,44.241147870036784,33.8953525248398
robotics,34,7,27,171,0.8930886572565174,0.25,6.552568034108665,4.944500709342579
nutrition,44,16,28,159,0.839462221555642,9.0,21.354387882042747,15.074521199223891
instructional design,49,16,33,179,0.5681737127280096,7.75,18.442128860679198,14.654735861901994
entrepreneurship,31,18,13,103,0.7274681760160897,14.75,24.63720369214876,19.188815856714278
accounting,20,2,18,46,0.8960187193733996,-2.5,12.166284883170125,0.0632376246366666
instructional design,24,0,24,44,1.1455910774698415,-6.0,4.607056318347835,0.0
molecular biology,12,8,4,160,0.7401340141549849,7.0,14.832240401280348,13.546382961907558
dentistry,39,22,17,26,0.5652912808148481,17.75,29.702726010754173,15.784528222093886
economics,23,18,5,119,1.3627678493461735,16.75,30.124294235925767,18.929344157988368
compiler design,44,27,17,146,1.3542921888669097,22.75,32.53318530290421,27.900191438275286
